,name,institution,old_country_name_acquired,current_country_name_acquired,city,state,year,field,acquired_lat,acquired_lon,acquired_country_short_name,birth_country_old_name,birth_country_current_name,birth_lat,birth_lon,birth_country_short_name,age
661,Richard Willstätter,Munich University,Germany,Germany,Munich,,1915,Chemistry,48.1351253,11.5819806,DE,Germany,Germany,51.165691,10.451526,DE,43
326,Heinrich Wieland,Munich University,Germany,Germany,Munich,,1927,Chemistry,48.1351253,11.5819806,DE,Germany,Germany,51.165691,10.451526,DE,50
311,Hans Fischer,Technische Hochschule (Institute of Technology),Germany,Germany,Munich,,1930,Chemistry,48.1351253,11.5819806,DE,Germany,Germany,51.165691,10.451526,DE,49
718,Santiago Ramón y Cajal,Madrid University,Spain,Spain,Madrid,,1906,Physiology or Medicine,40.4167754,-3.7037902,ES,Spain,Spain,40.463667,-3.74922,ES,54
823,Werner Forssmann,Mainz University,Federal Republic of Germany,Federal Republic of Germany,Mainz,,1956,Physiology or Medicine,49.9928617,8.2472526,DE,Germany,Germany,51.165691,10.451526,DE,52
609,Paul J. Crutzen,Max-Planck-Institut für Chemie,Federal Republic of Germany,Federal Republic of Germany,Mainz,,1995,Chemistry,49.9928617,8.2472526,DE,the Netherlands,the Netherlands,52.132633,5.291266,NL,62
192,Emil von Behring,Marburg University,Germany,Germany,Marburg,,1901,Physiology or Medicine,50.8021728,8.7667933,DE,Prussia,Poland,51.919438,19.145136,PL,47
681,Robert Huber,Max-Planck-Institut für Biochemie,Federal Republic of Germany,Federal Republic of Germany,Martinsried,,1988,Chemistry,48.1089197,11.451958,DE,Germany,Germany,51.165691,10.451526,DE,51
322,Hartmut Michel,Max-Planck-Institut für Biophysik,Federal Republic of Germany,Federal Republic of Germany,Frankfurt-on-the-Main,,1988,Chemistry,50.1109221,8.6821267,DE,West Germany,Germany,51.165691,10.451526,DE,40
210,Erwin Neher,Max-Planck-Institut für Biophysikalische Chemie,Federal Republic of Germany,Federal Republic of Germany,Göttingen,,1991,Physiology or Medicine,51.5412804,9.9158035,DE,Germany,Germany,51.165691,10.451526,DE,47
518,Manfred Eigen,Max-Planck-Institut für Physikalische Chemie,Federal Republic of Germany,Federal Republic of Germany,Göttingen,,1967,Chemistry,51.5412804,9.9158035,DE,Germany,Germany,51.165691,10.451526,DE,40
123,Christiane Nüsslein-Volhard,Max-Planck-Institut für Entwicklungsbiologie,Federal Republic of Germany,Federal Republic of Germany,Tübingen,,1995,Physiology or Medicine,48.5216364,9.0576448,DE,Germany,Germany,51.165691,10.451526,DE,53
471,Klaus von Klitzing,Max-Planck-Institut für Festkörperforschung,Federal Republic of Germany,Federal Republic of Germany,Stuttgart,,1985,Physics,48.7758459,9.1829321,DE,German-occupied Poland,Poland,51.919438,19.145136,PL,42
462,Karl Ziegler,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Federal Republic of Germany,Federal Republic of Germany,Mülheim/Ruhr,,1963,Chemistry,51.4185682,6.8845226,DE,Germany,Germany,51.165691,10.451526,DE,65
817,Walther Bothe,Max-Planck-Institut für medizinische Forschung,Federal Republic of Germany,Federal Republic of Germany,Heidelberg,,1954,Physics,49.3987524,8.6724335,DE,Germany,Germany,51.165691,10.451526,DE,63
817,Walther Bothe,University of Heidelberg,Federal Republic of Germany,Federal Republic of Germany,Heidelberg,,1954,Physics,49.3987524,8.6724335,DE,Germany,Germany,51.165691,10.451526,DE,63
81,Bert Sakmann,Max-Planck-Institut für medizinische Forschung,Federal Republic of Germany,Federal Republic of Germany,Heidelberg,,1991,Physiology or Medicine,49.3987524,8.6724335,DE,Germany,Germany,51.165691,10.451526,DE,49
371,J. Hans D. Jensen,University of Heidelberg,Federal Republic of Germany,Federal Republic of Germany,Heidelberg,,1963,Physics,49.3987524,8.6724335,DE,Germany,Germany,51.165691,10.451526,DE,56
258,Georg Wittig,University of Heidelberg,Federal Republic of Germany,Federal Republic of Germany,Heidelberg,,1979,Chemistry,49.3987524,8.6724335,DE,Germany,Germany,51.165691,10.451526,DE,82
220,Feodor Lynen,Max-Planck-Institut für Zellchemie,Federal Republic of Germany,Federal Republic of Germany,Munich,,1964,Physiology or Medicine,48.1351253,11.5819806,DE,Germany,Germany,51.165691,10.451526,DE,53
208,Ernst Otto Fischer,Technical University,Federal Republic of Germany,Federal Republic of Germany,Munich,,1973,Chemistry,48.1351253,11.5819806,DE,Germany,Germany,51.165691,10.451526,DE,55
463,Karl von Frisch,Zoologisches Institut der Universität München,Federal Republic of Germany,Federal Republic of Germany,Munich,,1973,Physiology or Medicine,48.1351253,11.5819806,DE,Austria,Austria,47.516231,14.550072,AT,87
174,Edward C. Kendall,Mayo Clinic,USA,USA,Rochester,MN,1950,Physiology or Medicine,44.0234,-92.46295,US,USA,USA,37.09024,-95.712891,US,64
628,Philip S. Hench,Mayo Clinic,USA,USA,Rochester,MN,1950,Physiology or Medicine,44.0234,-92.46295,US,USA,USA,37.09024,-95.712891,US,54
84,Bertram N. Brockhouse,McMaster University,Canada,Canada,Ontario,,1994,Physics,51.253775,-85.3232139,CA,Canada,Canada,56.130366,-106.346771,CA,76
364,Isamu Akasaki,Meijo University,Japan,Japan,Nagoya,,2014,Physics,35.1814464,136.906398,JP,Japan,Japan,36.204824,138.252924,JP,85
364,Isamu Akasaki,Nagoya University,Japan,Japan,Nagoya,,2014,Physics,35.1814464,136.906398,JP,Japan,Japan,36.204824,138.252924,JP,85
350,Hiroshi Amano,Nagoya University,Japan,Japan,Nagoya,,2014,Physics,35.1814464,136.906398,JP,Japan,Japan,36.204824,138.252924,JP,54
712,Ryoji Noyori,Nagoya University,Japan,Japan,Nagoya,,2001,Chemistry,35.1814464,136.906398,JP,Japan,Japan,36.204824,138.252924,JP,63
284,Gerhard Domagk,Munster University,Germany,Germany,Munster,,1939,Physiology or Medicine,51.9606649,7.6261347,DE,Germany,Poland,51.919438,19.145136,PL,44
809,Victor Grignard,Nancy University,France,France,Nancy,,1912,Chemistry,48.692054,6.184417,FR,France,France,46.227638,2.213749,FR,41
419,John C. Mather,NASA Goddard Space Flight Center,USA,USA,Greenbelt,MD,2006,Physics,39.0045544,-76.8755282,US,USA,USA,37.09024,-95.712891,US,60
531,Martin Rodbell,National Institute of Environmental Health Sciences,USA,USA,Research Triangle Park,NC,1994,Physiology or Medicine,35.8991678,-78.8636402,US,USA,USA,37.09024,-95.712891,US,69
288,Gertrude B. Elion,Wellcome Research Laboratories,USA,USA,Research Triangle Park,NC,1988,Physiology or Medicine,35.8991678,-78.8636402,US,USA,USA,37.09024,-95.712891,US,70
269,George H. Hitchings,Wellcome Research Laboratories,USA,USA,Research Triangle Park,NC,1988,Physiology or Medicine,35.8991678,-78.8636402,US,USA,USA,37.09024,-95.712891,US,83
835,William D. Phillips,National Institute of Standards and Technology,USA,USA,Gaithersburg,MD,1997,Physics,39.1434406,-77.2013705,US,USA,USA,37.09024,-95.712891,US,49
431,John L. Hall,National Institute of Standards and Technology,USA,USA,Boulder,CO,2005,Physics,40.0149856,-105.2705456,US,USA,USA,37.09024,-95.712891,US,71
431,John L. Hall,University of Colorado,USA,USA,Boulder,CO,2005,Physics,40.0149856,-105.2705456,US,USA,USA,37.09024,-95.712891,US,71
149,David J. Wineland,National Institute of Standards and Technology,USA,USA,Boulder,CO,2012,Physics,40.0149856,-105.2705456,US,USA,USA,37.09024,-95.712891,US,68
149,David J. Wineland,University of Colorado,USA,USA,Boulder,CO,2012,Physics,40.0149856,-105.2705456,US,USA,USA,37.09024,-95.712891,US,68
791,Thomas R. Cech,University of Colorado,USA,USA,Boulder,CO,1989,Chemistry,40.0149856,-105.2705456,US,USA,USA,37.09024,-95.712891,US,42
196,Eric A. Cornell,University of Colorado,USA,USA,Boulder,CO,2001,Physics,40.0149856,-105.2705456,US,USA,USA,37.09024,-95.712891,US,40
101,Carl E. Wieman,University of Colorado,USA,USA,Boulder,CO,2001,Physics,40.0149856,-105.2705456,US,USA,USA,37.09024,-95.712891,US,50
120,Christian Anfinsen,National Institutes of Health,USA,USA,Bethesda,MD,1972,Chemistry,38.984652,-77.0947092,US,USA,USA,37.09024,-95.712891,US,56
526,Marshall W. Nirenberg,National Institutes of Health,USA,USA,Bethesda,MD,1968,Physiology or Medicine,38.984652,-77.0947092,US,USA,USA,37.09024,-95.712891,US,41
454,Julius Axelrod,National Institutes of Health,USA,USA,Bethesda,MD,1970,Physiology or Medicine,38.984652,-77.0947092,US,USA,USA,37.09024,-95.712891,US,58
136,D. Carleton Gajdusek,National Institutes of Health,USA,USA,Bethesda,MD,1976,Physiology or Medicine,38.984652,-77.0947092,US,USA,USA,37.09024,-95.712891,US,53
286,Gerhard Herzberg,National Research Council of Canada,Canada,Canada,Ottawa,,1971,Chemistry,45.4215296,-75.6971931,CA,Germany,Germany,51.165691,10.451526,DE,67
180,Egas Moniz,Neurological Institute,Portugal,Portugal,Lisbon,,1949,Physiology or Medicine,38.7222524,-9.1393366,PT,Portugal,Portugal,39.399872,-8.224454,PT,75
180,Egas Moniz,University of Lisbon,Portugal,Portugal,Lisbon,,1949,Physiology or Medicine,38.7222524,-9.1393366,PT,Portugal,Portugal,39.399872,-8.224454,PT,75
654,Richard J. Roberts,New England Biolabs,USA,USA,Beverly,MA,1993,Physiology or Medicine,42.5584283,-70.880049,US,United Kingdom,United Kingdom,55.378051,-3.435973,GB,50
75,Barry J. Marshall,NHMRC Helicobacter pylori Research Laboratory,Australia,Australia,Nedlands,,2005,Physiology or Medicine,-31.9808612,115.7995504,AU,Australia,Australia,-25.274398,133.775136,AU,54
75,Barry J. Marshall,University of Western Australia,Australia,Australia,Perth,,2005,Physiology or Medicine,-31.9535132,115.8570471,AU,Australia,Australia,-25.274398,133.775136,AU,54
434,John Pople,Northwestern University,USA,USA,Evanston,IL,1998,Chemistry,42.0450722,-87.6876969,US,United Kingdom,United Kingdom,55.378051,-3.435973,GB,73
545,May-Britt Moser,Norwegian University of Science and Technology (NTNU),Norway,Norway,Trondheim,,2014,Physiology or Medicine,63.4305149,10.3950528,NO,Norway,Norway,60.472024,8.468946,NO,51
171,Edvard I. Moser,Norwegian University of Science and Technology (NTNU),Norway,Norway,Trondheim,,2014,Physiology or Medicine,63.4305149,10.3950528,NO,Norway,Norway,60.472024,8.468946,NO,52
96,Camillo Golgi,Pavia University,Italy,Italy,Pavia,,1906,Physiology or Medicine,45.1847248,9.1582069,IT,Italy,Italy,41.87194,12.56738,IT,63
396,Jaroslav Heyrovsky,Polarographic Institute of the Czechoslovak Academy of Science,Czech Republic,Czech Republic,Prague,,1959,Chemistry,50.0755381,14.4378005,CZ,Austria-Hungary,Czech Republic,49.817492,15.472962,CZ,69
341,Herbert C. Brown,Purdue University,USA,USA,West Lafayette,IN,1979,Chemistry,40.4258686,-86.9080655,US,United Kingdom,United Kingdom,55.378051,-3.435973,GB,67
181,Ei-ichi Negishi,Purdue University,USA,USA,West Lafayette,IN,2010,Chemistry,40.4258686,-86.9080655,US,China,China,35.86166,104.195397,CN,75
646,Reinhard Selten,Rheinische Friedrich-Wilhelms-Universität,Federal Republic of Germany,Federal Republic of Germany,Bonn,,1994,Economic Sciences,50.73743,7.0982068,DE,Germany,Poland,51.919438,19.145136,PL,64
853,Wolfgang Paul,University of Bonn,Federal Republic of Germany,Federal Republic of Germany,Bonn,,1989,Physics,50.73743,7.0982068,DE,Germany,Germany,51.165691,10.451526,DE,76
675,Robert F. Curl Jr.,Rice University,USA,USA,Houston,TX,1996,Chemistry,29.7604267,-95.3698028,US,USA,USA,37.09024,-95.712891,US,63
651,Richard E. Smalley,Rice University,USA,USA,Houston,TX,1996,Chemistry,29.7604267,-95.3698028,US,USA,USA,37.09024,-95.712891,US,53
223,Ferid Murad,University of Texas Medical School at Houston,USA,USA,Houston,TX,1998,Physiology or Medicine,29.7604267,-95.3698028,US,USA,USA,37.09024,-95.712891,US,62
656,Richard L.M. Synge,Rowett Research Institute,United Kingdom,United Kingdom,Bucksburn (Scotland),,1952,Chemistry,57.1785036,-2.176764,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,38
723,Selman A. Waksman,Rutgers University,USA,USA,New Brunswick,NJ,1952,Physiology or Medicine,40.4862157,-74.4518188,US,Russian Empire,Ukraine,48.379433,31.16558,UA,64
172,Edward A. Doisy,Saint Louis University,USA,USA,St. Louis,MO,1943,Physiology or Medicine,38.6270025,-90.1994042,US,USA,USA,37.09024,-95.712891,US,50
442,Joseph Erlanger,Washington University,USA,USA,St. Louis,MO,1944,Physiology or Medicine,38.6270025,-90.1994042,US,USA,USA,37.09024,-95.712891,US,70
99,Carl Cori,Washington University,USA,USA,St. Louis,MO,1947,Physiology or Medicine,38.6270025,-90.1994042,US,Austria-Hungary,Czech Republic,49.817492,15.472962,CZ,51
289,Gerty Cori,Washington University,USA,USA,St. Louis,MO,1947,Physiology or Medicine,38.6270025,-90.1994042,US,Austria-Hungary,Czech Republic,49.817492,15.472962,CZ,51
162,Douglass C. North,Washington University,USA,USA,St. Louis,MO,1993,Economic Sciences,38.6270025,-90.1994042,US,USA,USA,37.09024,-95.712891,US,73
313,Hans Krebs,Sheffield University,United Kingdom,United Kingdom,Sheffield,,1953,Physiology or Medicine,53.381129,-1.470085,GB,Germany,Germany,51.165691,10.451526,DE,53
620,Peter C. Doherty,St. Jude Children's Research Hospital,USA,USA,Memphis,TN,1996,Physiology or Medicine,35.1495343,-90.0489801,US,Australia,Australia,-25.274398,133.775136,AU,56
346,Hermann Staudinger,Staatliches Institut für makromolekulare Chemie (State Research Institute for Macromolecular Chemistry),Federal Republic of Germany,Federal Republic of Germany,Breisgau,,1953,Chemistry,47.9213,7.74014,DE,Germany,Germany,51.165691,10.451526,DE,72
346,Hermann Staudinger,University of Freiburg,Federal Republic of Germany,Federal Republic of Germany,Breisgau,,1953,Chemistry,47.9213,7.74014,DE,Germany,Germany,51.165691,10.451526,DE,72
94,Burton Richter,Stanford Linear Accelerator Center,USA,USA,Stanford,CA,1976,Physics,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,45
219,Felix Bloch,Stanford University,USA,USA,Stanford,CA,1952,Physics,37.424106,-122.1660756,US,Switzerland,Switzerland,46.818188,8.227512,CH,47
846,Willis E. Lamb,Stanford University,USA,USA,Stanford,CA,1955,Physics,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,42
680,Robert Hofstadter,Stanford University,USA,USA,Stanford,CA,1961,Physics,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,46
66,Arthur L. Schawlow,Stanford University,USA,USA,Stanford,CA,1981,Physics,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,60
652,Richard E. Taylor,Stanford University,USA,USA,Stanford,CA,1990,Physics,37.424106,-122.1660756,US,Canada,Canada,56.130366,-106.346771,CA,61
529,Martin L. Perl,Stanford University,USA,USA,Stanford,CA,1995,Physics,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,68
161,Douglas D. Osheroff,Stanford University,USA,USA,Stanford,CA,1996,Physics,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,51
765,Steven Chu,Stanford University,USA,USA,Stanford,CA,1997,Physics,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,49
668,Robert B. Laughlin,Stanford University,USA,USA,Stanford,CA,1998,Physics,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,48
610,Paul J. Flory,Stanford University,USA,USA,Stanford,CA,1974,Chemistry,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,64
602,Paul Berg,Stanford University,USA,USA,Stanford,CA,1980,Chemistry,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,54
336,Henry Taube,Stanford University,USA,USA,Stanford,CA,1983,Chemistry,37.424106,-122.1660756,US,Canada,Canada,56.130366,-106.346771,CA,68
695,Roger D. Kornberg,Stanford University,USA,USA,Stanford,CA,2006,Chemistry,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,59
836,William E. Moerner,Stanford University,USA,USA,Stanford,CA,2014,Chemistry,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,61
65,Arthur Kornberg,Stanford University,USA,USA,Stanford,CA,1959,Physiology or Medicine,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,41
838,William F. Sharpe,Stanford University,USA,USA,Stanford,CA,1990,Economic Sciences,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,56
0,A. Michael Spence,Stanford University,USA,USA,Stanford,CA,2001,Economic Sciences,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,58
90,Brian K. Kobilka,Stanford University School of Medicine,USA,USA,Stanford,CA,2012,Chemistry,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,57
550,Michael Levitt,Stanford University School of Medicine,USA,USA,Stanford,CA,2013,Chemistry,37.424106,-122.1660756,US,South Africa,South Africa,-30.559482,22.937506,ZA,66
49,Andrew Z. Fire,Stanford University School of Medicine,USA,USA,Stanford,CA,2006,Physiology or Medicine,37.424106,-122.1660756,US,USA,USA,37.09024,-95.712891,US,47
221,Ferdinand Braun,Strasbourg University,Alsace,France,Strasbourg,,1909,Physics,48.5734053,7.7521113,FR,Hesse-Kassel,Germany,51.165691,10.451526,DE,59
451,Jules A. Hoffmann,University of Strasbourg,France,France,Strasbourg,,2011,Physiology or Medicine,48.5734053,7.7521113,FR,Luxembourg,Luxembourg,49.815273,6.129583,LU,70
677,Robert F. Furchgott,SUNY Health Science Center,USA,USA,Brooklyn,NY,1998,Physiology or Medicine,40.6781784,-73.9441579,US,USA,USA,37.09024,-95.712891,US,82
298,Gustaf Dalén,Swedish Gas-Accumulator Co.,Sweden,Sweden,Lidingö-Stockholm,,1912,Physics,59.36296,18.1468,SE,Sweden,Sweden,60.128161,18.643501,SE,43
25,Albert Szent-Györgyi,Szeged University,Hungary,Hungary,Szeged,,1937,Physiology or Medicine,46.2530102,20.1414253,HU,Austria-Hungary,Hungary,47.162494,19.503304,HU,44
2,Aaron Ciechanover,Technion - Israel Institute of Technology,Israel,Israel,Haifa,,2004,Chemistry,32.7940463,34.989571,IL,British Protectorate of Palestine,Israel,31.046051,34.851612,IL,57
72,Avram Hershko,Technion - Israel Institute of Technology,Israel,Israel,Haifa,,2004,Chemistry,32.7940463,34.989571,IL,Hungary,Hungary,47.162494,19.503304,HU,67
139,Dan Shechtman,Technion - Israel Institute of Technology,Israel,Israel,Haifa,,2011,Chemistry,32.7940463,34.989571,IL,British Mandate of Palestine,Israel,31.046051,34.851612,IL,70
377,Jack S. Kilby,Texas Instruments,USA,USA,Dallas,TX,2000,Physics,32.7766642,-96.7969879,US,USA,USA,37.09024,-95.712891,US,77
409,Johann Deisenhofer,University of Texas Southwestern Medical Center at Dallas,USA,USA,Dallas,TX,1988,Chemistry,32.7766642,-96.7969879,US,Germany,Germany,51.165691,10.451526,DE,45
551,Michael S. Brown,University of Texas Southwestern Medical Center at Dallas,USA,USA,Dallas,TX,1985,Physiology or Medicine,32.7766642,-96.7969879,US,USA,USA,37.09024,-95.712891,US,44
444,Joseph L. Goldstein,University of Texas Southwestern Medical Center at Dallas,USA,USA,Dallas,TX,1985,Physiology or Medicine,32.7766642,-96.7969879,US,USA,USA,37.09024,-95.712891,US,45
34,Alfred G. Gilman,University of Texas Southwestern Medical Center at Dallas,USA,USA,Dallas,TX,1994,Physiology or Medicine,32.7766642,-96.7969879,US,USA,USA,37.09024,-95.712891,US,53
92,Bruce A. Beutler,University of Texas Southwestern Medical Center at Dallas,USA,USA,Dallas,TX,2011,Physiology or Medicine,32.7766642,-96.7969879,US,USA,USA,37.09024,-95.712891,US,54
92,Bruce A. Beutler,The Scripps Research Institute,USA,USA,La Jolla,CA,2011,Physiology or Medicine,32.8328112,-117.2712717,US,USA,USA,37.09024,-95.712891,US,54
76,Baruch S. Blumberg,The Institute for Cancer Research,USA,USA,Philadelphia,PA,1976,Physiology or Medicine,39.9525839,-75.1652215,US,USA,USA,37.09024,-95.712891,US,51
688,Robert Schrieffer,University of Pennsylvania,USA,USA,Philadelphia,PA,1972,Physics,39.9525839,-75.1652215,US,USA,USA,37.09024,-95.712891,US,41
645,Raymond Davis Jr.,University of Pennsylvania,USA,USA,Philadelphia,PA,2002,Physics,39.9525839,-75.1652215,US,USA,USA,37.09024,-95.712891,US,88
14,Alan G. MacDiarmid,University of Pennsylvania,USA,USA,Philadelphia,PA,2000,Chemistry,39.9525839,-75.1652215,US,New Zealand,New Zealand,-40.900557,174.885971,NZ,73
483,Lawrence R. Klein,University of Pennsylvania,USA,USA,Philadelphia,PA,1980,Economic Sciences,39.9525839,-75.1652215,US,USA,USA,37.09024,-95.712891,US,60
339,Herbert A. Hauptman,The Medical Foundation of Buffalo,USA,USA,Buffalo,NY,1985,Chemistry,42.8864468,-78.8783689,US,USA,USA,37.09024,-95.712891,US,68
394,Jan Tinbergen,The Netherlands School of Economics,the Netherlands,the Netherlands,Rotterdam,,1969,Economic Sciences,51.9244201,4.4777325,NL,the Netherlands,the Netherlands,52.132633,5.291266,NL,66
696,Roger Guillemin,The Salk Institute,USA,USA,San Diego,CA,1977,Physiology or Medicine,32.715738,-117.1610838,US,France,France,46.227638,2.213749,FR,53
130,Clive W.J. Granger,University of California,USA,USA,San Diego,CA,2003,Economic Sciences,32.715738,-117.1610838,US,United Kingdom,United Kingdom,55.378051,-3.435973,GB,69
457,K. Barry Sharpless,The Scripps Research Institute,USA,USA,La Jolla,CA,2001,Chemistry,32.8328112,-117.2712717,US,USA,USA,37.09024,-95.712891,US,60
520,Maria Goeppert Mayer,University of California,USA,USA,La Jolla,CA,1963,Physics,32.8328112,-117.2712717,US,Germany,Poland,51.919438,19.145136,PL,57
437,John R. Vane,The Wellcome Research Laboratories,United Kingdom,United Kingdom,Beckenham,,1982,Physiology or Medicine,51.40817,-0.025813,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,55
737,Sin-Itiro Tomonaga,Tokyo University of Education,Japan,Japan,Tokyo,,1965,Physics,35.7090259,139.7319925,JP,Japan,Japan,36.204824,138.252924,JP,59
535,Masatoshi Koshiba,University of Tokyo,Japan,Japan,Tokyo,,2002,Physics,35.7090259,139.7319925,JP,Japan,Japan,36.204824,138.252924,JP,76
348,Hideki Shirakawa,University of Tsukuba,Japan,Japan,Tokyo,,2000,Chemistry,35.7090259,139.7319925,JP,Japan,Japan,36.204824,138.252924,JP,64
400,Jean Tirole,Toulouse School of Economics (TSE),France,France,Toulouse,,2014,Economic Sciences,43.604652,1.444209,FR,France,France,46.227638,2.213749,FR,61
614,Paul Sabatier,Toulouse University,France,France,Toulouse,,1912,Chemistry,43.604652,1.444209,FR,France,France,46.227638,2.213749,FR,58
205,Ernest T.S. Walton,Trinity College,Ireland,Ireland,Dublin,,1951,Physics,53.3498053,-6.2603097,IE,Ireland,Ireland,53.41291,-8.24389,IE,48
38,Allan M. Cormack,Tufts University,USA,USA,Medford,MA,1979,Physiology or Medicine,42.4184296,-71.1061639,US,South Africa,South Africa,-30.559482,22.937506,ZA,55
21,Albert Fert,Unité Mixte de Physique CNRS/THALES,France,France,Orsay,,2007,Physics,48.697161,2.189617,FR,France,France,46.227638,2.213749,FR,69
21,Albert Fert,Université Paris-Sud,France,France,Orsay,,2007,Physics,48.697161,2.189617,FR,France,France,46.227638,2.213749,FR,69
19,Albert Claude,Université Catholique de Louvain,Belgium,Belgium,Louvain,,1974,Physiology or Medicine,50.883333,4.7,BE,Belgium,Belgium,50.503887,4.469936,BE,75
552,Michael Smith,University of British Columbia,Canada,Canada,Vancouver,,1993,Chemistry,49.2827291,-123.1207375,CA,United Kingdom,United Kingdom,55.378051,-3.435973,GB,61
237,Frederick Reines,University of California,USA,USA,Irvine,CA,1995,Physics,33.6839473,-117.7946942,US,USA,USA,37.09024,-95.712891,US,77
217,F. Sherwood Rowland,University of California,USA,USA,Irvine,CA,1995,Chemistry,33.6839473,-117.7946942,US,USA,USA,37.09024,-95.712891,US,68
361,Irwin Rose,University of California,USA,USA,Irvine,CA,2004,Chemistry,33.6839473,-117.7946942,US,USA,USA,37.09024,-95.712891,US,78
828,Willard F. Libby,University of California,USA,USA,Los Angeles,CA,1960,Chemistry,34.0522342,-118.2436849,US,USA,USA,37.09024,-95.712891,US,52
158,Donald J. Cram,University of California,USA,USA,Los Angeles,CA,1987,Chemistry,34.0522342,-118.2436849,US,USA,USA,37.09024,-95.712891,US,68
604,Paul D. Boyer,University of California,USA,USA,Los Angeles,CA,1997,Chemistry,34.0522342,-118.2436849,US,USA,USA,37.09024,-95.712891,US,79
500,Lloyd S. Shapley,University of California,USA,USA,Los Angeles,CA,2012,Economic Sciences,34.0522342,-118.2436849,US,USA,USA,37.09024,-95.712891,US,89
504,Louis J. Ignarro,University of California School of Medicine,USA,USA,Los Angeles,CA,1998,Physiology or Medicine,34.0522342,-118.2436849,US,USA,USA,37.09024,-95.712891,US,57
261,George A. Olah,University of Southern California,USA,USA,Los Angeles,CA,1994,Chemistry,34.0522342,-118.2436849,US,Hungary,Hungary,47.162494,19.503304,HU,67
58,Arieh Warshel,University of Southern California,USA,USA,Los Angeles,CA,2013,Chemistry,34.0522342,-118.2436849,US,British Mandate of Palestine,Israel,31.046051,34.851612,IL,73
342,Herbert Kroemer,University of California,USA,USA,Santa Barbara,CA,2000,Physics,34.4208305,-119.6981901,US,Germany,Germany,51.165691,10.451526,DE,72
732,Shuji Nakamura,University of California,USA,USA,Santa Barbara,CA,2014,Physics,34.4208305,-119.6981901,US,Japan,Japan,36.204824,138.252924,JP,60
816,Walter Kohn,University of California,USA,USA,Santa Barbara,CA,1998,Chemistry,34.4208305,-119.6981901,US,Austria,Austria,47.516231,14.550072,AT,75
15,Alan Heeger,University of California,USA,USA,Santa Barbara,CA,2000,Chemistry,34.4208305,-119.6981901,US,USA,USA,37.09024,-95.712891,US,64
148,David J. Gross,University of California,USA,USA,Santa Barbara,CA,2004,Physics,34.4208305,-119.6981901,US,USA,USA,37.09024,-95.712891,US,63
653,Richard F. Heck,University of Delaware,USA,USA,,,2010,Chemistry,37.09024,-95.712891,US,USA,USA,37.09024,-95.712891,US,79
314,Hans Spemann,University of Freiburg im Breisgau,Germany,Germany,Breisgau,,1935,Physiology or Medicine,47.9213,7.74014,DE,Württemberg,Germany,51.165691,10.451526,DE,66
505,Louis Néel,University of Grenoble,France,France,Grenoble,,1970,Physics,45.188529,5.724524,FR,France,France,46.227638,2.213749,FR,66
67,Artturi Virtanen,University of Helsinki,Finland,Finland,Helsinki,,1945,Chemistry,60.1733244,24.9410248,FI,Russian Empire,Finland,61.92411,25.748151,FI,50
415,John Bardeen,University of Illinois,USA,USA,Urbana,IL,1956,Physics,40.1105875,-88.2072697,US,USA,USA,37.09024,-95.712891,US,48
416,John Bardeen,University of Illinois,USA,USA,Urbana,IL,1972,Physics,40.1105875,-88.2072697,US,USA,USA,37.09024,-95.712891,US,64
53,Anthony J. Leggett,University of Illinois,USA,USA,Urbana,IL,2003,Physics,40.1105875,-88.2072697,US,United Kingdom,United Kingdom,55.378051,-3.435973,GB,65
603,Paul C. Lauterbur,University of Illinois,USA,USA,Urbana,IL,2003,Physiology or Medicine,40.1105875,-88.2072697,US,USA,USA,37.09024,-95.712891,US,74
682,Robert J. Aumann,University of Jerusalem,Israel,Israel,Jerusalem,,2005,Economic Sciences,31.768319,35.21371,IL,Germany,Germany,51.165691,10.451526,DE,75
45,Andre Geim,University of Manchester,United Kingdom,United Kingdom,Manchester,,2010,Physics,53.4807593,-2.2426305,GB,Russia,Russia,61.52401,105.318756,RU,52
477,Konstantin Novoselov,University of Manchester,United Kingdom,United Kingdom,Manchester,,2010,Physics,53.4807593,-2.2426305,GB,Russia,Russia,61.52401,105.318756,RU,36
